latitude,longitude
34.106240454706096,-117.70762891788246
34.10287285296367,-117.70458787897272
34.10583466060364,-117.70959008248239
34.10233986034528,-117.70497000781809
34.10279380780564,-117.70525718012917
34.104006840757535,-117.70684469925712
34.10390621827035,-117.71061933343468
34.10042318606938,-117.70565542210163
34.10343601667541,-117.71197978106416
34.09981174733125,-117.711618767518
34.10071062503061,-117.7039780704628
34.100705081797145,-117.71148610800242
34.10335794704154,-117.70464473070373
34.102445112687725,-117.71332554175233
34.10234879241375,-117.704508422123
34.10614219352102,-117.71324445071107
34.10424486236273,-117.71221208380994
34.10241292540814,-117.70584398657755
34.10239873662211,-117.70762950512191
34.09999916956525,-117.70976595883566
34.10188636074694,-117.70817164284774
34.10327189560603,-117.7114711086848
34.10285227119974,-117.71004039876168
34.10071243376073,-117.70646500520412
34.1023885427178,-117.70536776992732
34.10556819366702,-117.70962470833106
34.10614711883596,-117.71152991830905
34.10500287228025,-117.71479773643539
34.10093894320685,-117.71056877706052
34.10472828820616,-117.71228902169054
34.10206252703786,-117.71396916385743
34.10462032675493,-117.70601002654745
34.101628867197995,-117.70900399390206
34.10229839772048,-117.70519167059143
34.10466378139776,-117.7141572516678
34.09968692594146,-117.70444630276943
34.099756961141814,-117.70380204583665
34.102566607457,-117.70953606260734
34.1067393983548,-117.70597595482387
34.10077386978447,-117.71276708121721
34.10414054645128,-117.70637677655898
34.106290988960644,-117.71334120011612
34.104878943832915,-117.71327384845488
34.10633726741613,-117.70781529490459
34.10399006528963,-117.71088872395559
34.10390733569701,-117.7098908315896
34.105326757175675,-117.71049196299207
34.105095215192506,-117.7060173460357
34.103653027625626,-117.70890856114075
34.10070850680535,-117.70911889457075
34.10369834109802,-117.71299488179746
34.1007712590736,-117.70499464949137
34.104700244311786,-117.70873864518379
34.10572728357868,-117.71456280931181
34.10417552579299,-117.70872321414608
34.10186845582814,-117.71007624244335
34.10460930032034,-117.70901620343756
34.103793349190404,-117.70641853747033
34.10568384389861,-117.70490628454552
34.104093118181865,-117.7138705200555
34.106810218294974,-117.70429837074971
34.101758295067945,-117.70783551769327
34.10030421154439,-117.70948692492026
34.10113363148066,-117.70730545553418
34.10191923783953,-117.70969836964976
34.10496194771392,-117.70980204644718
34.105222625705,-117.70657256908919
34.10657043067589,-117.70956586058159
34.103413740737665,-117.70526610945416
34.103270278293195,-117.70642792915002
34.10351233997056,-117.70877551836111
34.10174452916816,-117.70885334469446
34.10411916017307,-117.70889902601732
34.1053321945476,-117.70710873080164
34.105727516221116,-117.71155434334675
34.102664970688124,-117.70692137181092
34.104412864003606,-117.70477577707825
34.105695363478084,-117.71252656147587
34.104152432907945,-117.70402248860016
34.10062922322238,-117.71054155220975
34.102329047629844,-117.70638916733652
34.10172314293275,-117.71147649453722
34.10675872095544,-117.70989348336059
34.10009782740947,-117.70909175978831
34.101052346884885,-117.71233092484664
34.102244422046496,-117.71093548583536
34.10619380245396,-117.71030215586877
34.10370982489099,-117.71237961604359
34.10329671967241,-117.70464019409508
34.10130380604709,-117.71166276672166
34.100990197421744,-117.71124275712434
34.10323877567296,-117.70785515072336
34.10453650739582,-117.70373320530835
34.10462920402092,-117.70631052788278
34.101180815748855,-117.71029254913226
34.10629058292824,-117.70941370313685
34.10509811909396,-117.70908948908149
34.10576609192268,-117.70502223593726
34.103535995624846,-117.71343411102312
34.103604516864436,-117.70601292600347
