latitude,longitude
34.10538199139251,-117.7099232859722
34.10233226389948,-117.70850258581292
34.1029415629573,-117.71185772568555
34.10575626976885,-117.70389151947903
34.10651406529934,-117.70695156905362
34.102794375421354,-117.70738972309887
34.1066848106308,-117.70775790090252
34.10556774241882,-117.70912159396254
34.10302603152775,-117.70815460845004
34.102835,-117.710565
34.10349352690315,-117.70569936842261
34.10281591859845,-117.71209478129128
34.10639778118413,-117.7044626915354
34.101076769512666,-117.712839
34.101954068062405,-117.71388461704936
34.10112288534592,-117.71374418618404
34.10192377209106,-117.70977686158173
34.103885000000005,-117.70851522914943
34.105181814907944,-117.70396613718576
34.10643673954781,-117.7085620368207
34.10222402172069,-117.71116483193421
34.096107,-117.711508
34.101542,-117.709005
34.1032627527398,-117.7110700128699
34.102835,-117.710565
34.10284,-117.705536
34.10291219313495,-117.71028761752821
34.10000633046318,-117.71319037871046
34.100443,-117.710929
34.10562854138246,-117.70941610797698
34.10261056096814,-117.71238147732124
34.101542,-117.709005
34.100261097525504,-117.7035775755431
34.1033747489805,-117.70901368502054
34.10453581116593,-117.70408591951455
34.104134756452986,-117.70669929977207
34.096107,-117.711508
34.096107,-117.711508
34.10051575752257,-117.7036945874345
34.10325260093268,-117.7058914844592
34.10142804605022,-117.70400845299011
34.10245933402204,-117.71412867791632
34.10685054236759,-117.70573725262122
34.104523395939324,-117.70862638284467
34.10627434881413,-117.70808658173709
34.104332,-117.70874770638298
34.1022426457492,-117.70788417025163
34.10527700546899,-117.71446045963746
34.10577909679221,-117.71110958390814
34.10230521350847,-117.71220347747031
34.10130799168725,-117.7059259575151
34.10180176895747,-117.70505423944437
34.102382086527776,-117.70566070224332
34.10017726952265,-117.70897174085083
34.10599080996308,-117.70662673280614
34.105423911705714,-117.71136658920955
34.09989730871872,-117.70732973791164
34.10214735428393,-117.71390251153647
34.100443,-117.710929
34.103891704463095,-117.71279319471128
34.10076131937413,-117.70825348127114
34.105763,-117.709846
34.101542,-117.709005
34.096107,-117.711508
34.101140678047095,-117.71483358204374
34.10381633099775,-117.70592292287608
34.10284,-117.705536
34.10569958366795,-117.70343468366937
34.105391474721046,-117.71291215320724
34.10578446570152,-117.71231875498765
34.103331805882696,-117.70775570621204
34.10601167370012,-117.70663951898815
34.10173005500735,-117.70731080951093
34.10448426939075,-117.70709908463944
34.099980208449885,-117.70787569423268
34.10232426206242,-117.7069376320696
34.101712632903535,-117.71358412091931
34.10085525054339,-117.70776809729047
34.10102,-117.709544
34.105218459874024,-117.70902952442643
34.10162031182612,-117.70905425925756
34.1051327288987,-117.70702807450915
34.10282469487377,-117.71011649860559
34.103036268372655,-117.7104320102299
34.10219748132808,-117.71360976774251
34.10197750953695,-117.70915050817756
34.105046982039866,-117.70790324109987
34.105851414412314,-117.70679809709088
34.101063964706455,-117.70357157320154
34.100443,-117.710929
34.097131,-117.711818
34.101284338617226,-117.7148162113723
34.10345326387773,-117.70391257654519
34.10248452613155,-117.70987187494362
34.10060608686374,-117.71467081801723
34.1022924285917,-117.70451147065839
34.10473081607152,-117.70812445914527
34.10284,-117.705536
34.09989093309344,-117.7110654328427
34.1031811263409,-117.71112841696764
