latitude,longitude
34.100656059169076,-117.70726333374192
34.10077597154625,-117.70511613622165
34.10521743691643,-117.70819552958446
34.10251238157326,-117.71140118375584
34.103109088459064,-117.71025427921558
34.1040478287732,-117.70988981911313
34.105614035243256,-117.71031028063416
34.10272255162669,-117.70747671610725
34.10243473325381,-117.70500649889856
34.10237697884961,-117.7035131960909
34.10173899745868,-117.7062242111523
34.10506718084627,-117.71232471483029
34.10139693739887,-117.70377827229326
34.10628852442819,-117.70406889299167
34.104801246535715,-117.70442328477509
34.1037296313606,-117.71207398085151
34.10465478894833,-117.70368887715232
34.10266468233788,-117.70399102784917
34.09984293812572,-117.71102961274795
34.102592252626366,-117.70696275619434
34.1068061480587,-117.7056929874458
34.10620370144105,-117.7125676360687
34.103950434080005,-117.70433842735765
34.10478757409996,-117.7096289345155
34.10535217475151,-117.71105120840677
34.105157064365024,-117.7070934526701
34.10326186453405,-117.707678579242
34.10535271146257,-117.71087581091813
34.100553363922245,-117.70677837543874
34.101338035129814,-117.70560715072627
34.10512239894061,-117.70529445943299
34.10337312952727,-117.70549905861952
34.10543387149088,-117.71275675134733
34.10318605501877,-117.70973022258048
34.10053768805361,-117.70453296816179
34.102938125381506,-117.70391929668106
34.099640641605944,-117.71071137947446
34.10046774392016,-117.7106865660406
34.1004098082431,-117.70896508020185
34.10442209812381,-117.70663899176391
34.103295145655075,-117.7127345801991
34.1059994234727,-117.70949505922887
34.10448367737501,-117.71078267750906
34.10229645058817,-117.70852638179245
34.10451151139554,-117.71183944036896
34.10238349202137,-117.71237715968653
34.10348557325463,-117.71447510392564
34.100697212973685,-117.71247128918148
34.102615227245494,-117.7072699906779
34.10093368848013,-117.70804476699853
34.10552315087746,-117.71435106223083
34.10656686523699,-117.71127078891722
34.10317770373041,-117.70743746111296
34.101818525042816,-117.70418920134142
34.10441454459127,-117.70613534027493
34.104331854353454,-117.7083560309192
34.10674195030767,-117.71276713252006
34.103875211469045,-117.70489701586052
34.10625877952131,-117.70745697924667
34.10497357801927,-117.71203554330046
34.10661828792862,-117.70606799049035
34.10477489664716,-117.71080292245588
34.101569657986666,-117.709600028653
34.100803725073305,-117.70500966366107
34.103591907061656,-117.70857912528876
34.10516374723197,-117.71452140006136
34.10235359072699,-117.71071899364614
34.10207474278581,-117.71135575023654
34.10685192463331,-117.70658672883324
34.10282084337354,-117.70558347805482
34.1041788344491,-117.70603850589238
34.103834539765565,-117.70375066751718
34.106560080063176,-117.70698807062905
34.103853603812986,-117.71033189364181
34.10489116725257,-117.70362078344637
34.101488295089936,-117.7135736052986
34.101956640544074,-117.7067979290883
34.10412367338333,-117.71298119944535
34.102967824010165,-117.70578213066894
34.10553214208254,-117.70775234623493
34.10286531287472,-117.70377880127387
34.09962387378932,-117.70956734148808
34.10558984883606,-117.70997728586549
34.10022327305859,-117.70940870029992
34.101080128070166,-117.70780466603433
34.10044856294495,-117.7094096123147
34.10608847999987,-117.70865684539079
34.099795294915495,-117.70879954648233
34.100998081545605,-117.71189653560491
34.101121415619055,-117.712353252492
34.103125726311234,-117.70855277019854
34.103922057899965,-117.70740800124393
34.10080342597204,-117.71165829217556
34.10061168445176,-117.70991403602916
34.10417501608756,-117.71178391171908
34.10024727267644,-117.70484582164651
34.10200157592298,-117.70546765701592
34.102593472941464,-117.71370071168951
34.10094163769044,-117.70849550925735
34.103010563716694,-117.70916258365656
