latitude,longitude
34.102152892343184,-117.70976884612175
34.10636600324177,-117.71387254755038
34.10623451324961,-117.71032455031163
34.100600451534,-117.70581041429831
34.10600507890572,-117.71160470430107
34.10466991639978,-117.706113975095
34.10455713217856,-117.70820582107038
34.10270265782684,-117.7119336562965
34.10507745127849,-117.7065444567901
34.09972455969872,-117.70430643473712
34.103632715676085,-117.70877965891948
34.10369637026559,-117.7085501834423
34.1024110352155,-117.71007961535572
34.1003537622626,-117.71160377399214
34.102740046395944,-117.71209517582237
34.10384834629653,-117.71124916571326
34.10448503194313,-117.71024740312784
34.10243386419097,-117.70338184991006
34.104508760767125,-117.71485662453368
34.10533480175192,-117.70883910158793
34.103547573684345,-117.71413261498206
34.103064119296604,-117.71049343563023
34.100726359179845,-117.70772586177678
34.100347333916034,-117.71069198072416
34.09968653621765,-117.71296209362367
34.10291246652559,-117.70564557010091
34.10486992144727,-117.71149178813914
34.106249079961295,-117.71239913440346
34.10042174053073,-117.70664782450864
34.106396106693786,-117.7127502246288
34.10109735067001,-117.70909430801493
34.10057096162648,-117.70696407236863
34.099974145375946,-117.70583534200355
34.10681446655824,-117.71406710003569
34.10184398138962,-117.7075221270751
34.10509364280954,-117.70573382256083
34.10370501209124,-117.71039272337428
34.10595970556688,-117.71466655350878
34.10338434766556,-117.7033960759161
34.10604035577099,-117.70791738383318
34.09964574147899,-117.70892913810964
34.10406711382074,-117.71151089417867
34.102665074120694,-117.7070703090519
34.10324462886669,-117.7116945442532
34.100265683631406,-117.70579875184896
34.10156695925586,-117.70790599393587
34.09993876872959,-117.7125596096396
34.10002463453054,-117.70753162485451
34.10258147546227,-117.71384957079306
34.10270155459654,-117.71403069123284
34.10066989767814,-117.71261033184511
34.10383841392597,-117.70376309880855
34.10583968536316,-117.7088197007219
34.10501104209077,-117.70602603529643
34.106269010278005,-117.71072891859815
34.101751157079256,-117.70728676612312
34.10497224444027,-117.71475541519098
34.1058924679725,-117.7076417435887
34.10030450483985,-117.71062711587493
34.10117672278125,-117.71454946384307
34.101341649635756,-117.70437047542414
34.10185639044403,-117.70866569196053
34.106538222805966,-117.70528740735286
34.105966973511684,-117.70536360251192
34.10227194041815,-117.71116242444867
34.10253209384901,-117.70731314938301
34.103391453342645,-117.71156199162822
34.1046801355687,-117.70430544254566
34.1030640104066,-117.71145009642443
34.10227721317783,-117.70313612143838
34.10186334716305,-117.70842950684845
34.10158918551168,-117.7124081600226
34.10384187079241,-117.70518948943746
34.10380367331412,-117.71352220321407
34.10603386361498,-117.7098795457739
34.10166659095458,-117.70827747013794
34.10105981912349,-117.70971705254999
34.10434857085843,-117.70791497274533
34.100845554651194,-117.71370372960455
34.10096642556035,-117.70841386790082
34.10683515808495,-117.71187548816005
34.09974402259575,-117.71377847054002
34.104238842817715,-117.71254086826298
34.10067755277048,-117.71234438178095
34.10286278371042,-117.70570073206184
34.1053806849905,-117.71269069370554
34.10497180138366,-117.7100479453564
34.10190624059948,-117.7057054767631
34.10285675545287,-117.71154965090702
34.10209075040007,-117.70371270663273
34.10324886758625,-117.70613336475638
34.10175656170392,-117.70358567530971
34.10517579234361,-117.7123528317632
34.1027907954447,-117.70920330439868
34.10512124520935,-117.70444712081675
34.101453799405675,-117.70962171264685
34.100205853458505,-117.70844341232241
34.10202237252842,-117.71079657028442
34.100007743532316,-117.71087527812634
34.10147839837173,-117.70599294279731
